﻿date,instrument,tenor,yield
2024-10-31,CD 3사평균 AAA,3,3.43
2024-10-31,CD 3사평균 AAA,6,3.31
2024-10-31,CD 3사평균 AAA,9,3.28
2024-10-31,CD 3사평균 AAA,12,3.26
2024-10-30,CD 3사평균 AAA,1,3.35
2024-10-30,CD 3사평균 AAA,3,3.43
2024-10-30,CD 3사평균 AAA,6,3.31
2024-10-30,CD 3사평균 AAA,9,3.28
2024-10-30,CD 3사평균 AAA,12,3.26
2024-10-29,CD 3사평균 AAA,1,3.35
2024-10-29,CD 3사평균 AAA,3,3.41
2024-10-29,CD 3사평균 AAA,6,3.31
2024-10-29,CD 3사평균 AAA,9,3.28
2024-10-29,CD 3사평균 AAA,12,3.26
2024-10-28,CD 3사평균 AAA,1,3.35
2024-10-28,CD 3사평균 AAA,3,3.41
2024-10-28,CD 3사평균 AAA,6,3.31
2024-10-28,CD 3사평균 AAA,9,3.28
2024-10-28,CD 3사평균 AAA,12,3.26
2024-10-25,CD 3사평균 AAA,1,3.35
2024-10-25,CD 3사평균 AAA,3,3.4
2024-10-25,CD 3사평균 AAA,6,3.31
2024-10-25,CD 3사평균 AAA,9,3.28
2024-10-25,CD 3사평균 AAA,12,3.26
2024-10-24,CD 3사평균 AAA,1,3.35
2024-10-24,CD 3사평균 AAA,3,3.4
2024-10-24,CD 3사평균 AAA,6,3.31
2024-10-24,CD 3사평균 AAA,9,3.28
2024-10-24,CD 3사평균 AAA,12,3.26
2024-10-23,CD 3사평균 AAA,1,3.35
2024-10-23,CD 3사평균 AAA,3,3.4
2024-10-23,CD 3사평균 AAA,6,3.31
2024-10-23,CD 3사평균 AAA,9,3.28
2024-10-23,CD 3사평균 AAA,12,3.26
2024-10-22,CD 3사평균 AAA,1,3.35
2024-10-22,CD 3사평균 AAA,3,3.4
2024-10-22,CD 3사평균 AAA,6,3.31
2024-10-22,CD 3사평균 AAA,9,3.28
2024-10-22,CD 3사평균 AAA,12,3.26
2024-10-21,CD 3사평균 AAA,1,3.35
2024-10-21,CD 3사평균 AAA,3,3.39
2024-10-21,CD 3사평균 AAA,6,3.31
2024-10-21,CD 3사평균 AAA,9,3.28
2024-10-21,CD 3사평균 AAA,12,3.26
2024-10-18,CD 3사평균 AAA,1,3.35
2024-10-18,CD 3사평균 AAA,3,3.39
2024-10-18,CD 3사평균 AAA,6,3.31
2024-10-18,CD 3사평균 AAA,9,3.28
2024-10-18,CD 3사평균 AAA,12,3.26
2024-10-17,CD 3사평균 AAA,1,3.36
2024-10-17,CD 3사평균 AAA,3,3.39
2024-10-17,CD 3사평균 AAA,6,3.31
2024-10-17,CD 3사평균 AAA,9,3.28
2024-10-17,CD 3사평균 AAA,12,3.26
2024-10-16,CD 3사평균 AAA,1,3.36
2024-10-16,CD 3사평균 AAA,3,3.4
2024-10-16,CD 3사평균 AAA,6,3.31
2024-10-16,CD 3사평균 AAA,9,3.28
2024-10-16,CD 3사평균 AAA,12,3.26
2024-10-15,CD 3사평균 AAA,1,3.37
2024-10-15,CD 3사평균 AAA,3,3.4
2024-10-15,CD 3사평균 AAA,6,3.3
2024-10-15,CD 3사평균 AAA,9,3.28
2024-10-15,CD 3사평균 AAA,12,3.26
2024-10-14,CD 3사평균 AAA,1,3.37
2024-10-14,CD 3사평균 AAA,3,3.4
2024-10-14,CD 3사평균 AAA,6,3.31
2024-10-14,CD 3사평균 AAA,9,3.28
2024-10-14,CD 3사평균 AAA,12,3.27
2024-10-11,CD 3사평균 AAA,1,3.37
2024-10-11,CD 3사평균 AAA,3,3.4
2024-10-11,CD 3사평균 AAA,6,3.31
2024-10-11,CD 3사평균 AAA,9,3.27
2024-10-11,CD 3사평균 AAA,12,3.25
2024-10-10,CD 3사평균 AAA,1,3.48
2024-10-10,CD 3사평균 AAA,3,3.5
2024-10-10,CD 3사평균 AAA,6,3.4
2024-10-10,CD 3사평균 AAA,9,3.37
2024-10-10,CD 3사평균 AAA,12,3.35
2024-10-08,CD 3사평균 AAA,1,3.48
2024-10-08,CD 3사평균 AAA,3,3.51
2024-10-08,CD 3사평균 AAA,6,3.4
2024-10-08,CD 3사평균 AAA,9,3.37
2024-10-08,CD 3사평균 AAA,12,3.35
2024-10-07,CD 3사평균 AAA,1,3.48
2024-10-07,CD 3사평균 AAA,3,3.51
2024-10-07,CD 3사평균 AAA,6,3.4
2024-10-07,CD 3사평균 AAA,9,3.37
2024-10-07,CD 3사평균 AAA,12,3.35
2024-10-04,CD 3사평균 AAA,1,3.48
2024-10-04,CD 3사평균 AAA,3,3.52
2024-10-04,CD 3사평균 AAA,6,3.4
2024-10-04,CD 3사평균 AAA,9,3.37
2024-10-04,CD 3사평균 AAA,12,3.35
2024-10-02,CD 3사평균 AAA,1,3.48
2024-10-02,CD 3사평균 AAA,3,3.52
2024-10-02,CD 3사평균 AAA,6,3.4
2024-10-02,CD 3사평균 AAA,9,3.37
2024-10-02,CD 3사평균 AAA,12,3.35
2024-09-30,CD 3사평균 AAA,1,3.48
2024-09-30,CD 3사평균 AAA,3,3.53
2024-09-30,CD 3사평균 AAA,6,3.4
2024-09-30,CD 3사평균 AAA,9,3.37
2024-09-30,CD 3사평균 AAA,12,3.35
2024-09-27,CD 3사평균 AAA,1,3.48
2024-09-27,CD 3사평균 AAA,3,3.53
2024-09-27,CD 3사평균 AAA,6,3.4
2024-09-27,CD 3사평균 AAA,9,3.37
2024-09-27,CD 3사평균 AAA,12,3.35
2024-09-26,CD 3사평균 AAA,1,3.48
2024-09-26,CD 3사평균 AAA,3,3.53
2024-09-26,CD 3사평균 AAA,6,3.4
2024-09-26,CD 3사평균 AAA,9,3.37
2024-09-26,CD 3사평균 AAA,12,3.35
2024-09-25,CD 3사평균 AAA,1,3.48
2024-09-25,CD 3사평균 AAA,3,3.53
2024-09-25,CD 3사평균 AAA,6,3.4
2024-09-25,CD 3사평균 AAA,9,3.37
2024-09-25,CD 3사평균 AAA,12,3.35
2024-09-24,CD 3사평균 AAA,1,3.48
2024-09-24,CD 3사평균 AAA,3,3.53
2024-09-24,CD 3사평균 AAA,6,3.4
2024-09-24,CD 3사평균 AAA,9,3.37
2024-09-24,CD 3사평균 AAA,12,3.35
2024-09-23,CD 3사평균 AAA,1,3.48
2024-09-23,CD 3사평균 AAA,3,3.53
2024-09-23,CD 3사평균 AAA,6,3.4
2024-09-23,CD 3사평균 AAA,9,3.37
2024-09-23,CD 3사평균 AAA,12,3.35
2024-09-20,CD 3사평균 AAA,1,3.48
2024-09-20,CD 3사평균 AAA,3,3.53
2024-09-20,CD 3사평균 AAA,6,3.4
2024-09-20,CD 3사평균 AAA,9,3.37
2024-09-20,CD 3사평균 AAA,12,3.35
2024-09-19,CD 3사평균 AAA,1,3.48
2024-09-19,CD 3사평균 AAA,3,3.53
2024-09-19,CD 3사평균 AAA,6,3.4
2024-09-19,CD 3사평균 AAA,9,3.37
2024-09-19,CD 3사평균 AAA,12,3.35
2024-09-13,CD 3사평균 AAA,1,3.48
2024-09-13,CD 3사평균 AAA,3,3.53
2024-09-13,CD 3사평균 AAA,6,3.4
2024-09-13,CD 3사평균 AAA,9,3.37
2024-09-13,CD 3사평균 AAA,12,3.35
2024-09-12,CD 3사평균 AAA,1,3.48
2024-09-12,CD 3사평균 AAA,3,3.51
2024-09-12,CD 3사평균 AAA,6,3.4
2024-09-12,CD 3사평균 AAA,9,3.37
2024-09-12,CD 3사평균 AAA,12,3.35
2024-09-11,CD 3사평균 AAA,1,3.48
2024-09-11,CD 3사평균 AAA,3,3.51
2024-09-11,CD 3사평균 AAA,6,3.4
2024-09-11,CD 3사평균 AAA,9,3.37
2024-09-11,CD 3사평균 AAA,12,3.34
2024-09-10,CD 3사평균 AAA,1,3.48
2024-09-10,CD 3사평균 AAA,3,3.51
2024-09-10,CD 3사평균 AAA,6,3.4
2024-09-10,CD 3사평균 AAA,9,3.37
2024-09-10,CD 3사평균 AAA,12,3.34
2024-09-09,CD 3사평균 AAA,1,3.48
2024-09-09,CD 3사평균 AAA,3,3.51
2024-09-09,CD 3사평균 AAA,6,3.4
2024-09-09,CD 3사평균 AAA,9,3.37
2024-09-09,CD 3사평균 AAA,12,3.34
2024-09-06,CD 3사평균 AAA,1,3.48
2024-09-06,CD 3사평균 AAA,3,3.51
2024-09-06,CD 3사평균 AAA,6,3.4
2024-09-06,CD 3사평균 AAA,9,3.37
2024-09-06,CD 3사평균 AAA,12,3.34
2024-09-05,CD 3사평균 AAA,1,3.48
2024-09-05,CD 3사평균 AAA,3,3.51
2024-09-05,CD 3사평균 AAA,6,3.4
2024-09-05,CD 3사평균 AAA,9,3.37
2024-09-05,CD 3사평균 AAA,12,3.34
2024-09-04,CD 3사평균 AAA,1,3.48
2024-09-04,CD 3사평균 AAA,3,3.51
2024-09-04,CD 3사평균 AAA,6,3.4
2024-09-04,CD 3사평균 AAA,9,3.37
2024-09-04,CD 3사평균 AAA,12,3.34
2024-09-03,CD 3사평균 AAA,1,3.48
2024-09-03,CD 3사평균 AAA,3,3.51
2024-09-03,CD 3사평균 AAA,6,3.4
2024-09-03,CD 3사평균 AAA,9,3.37
2024-09-03,CD 3사평균 AAA,12,3.34
2024-09-02,CD 3사평균 AAA,1,3.48
2024-09-02,CD 3사평균 AAA,3,3.52
2024-09-02,CD 3사평균 AAA,6,3.4
2024-09-02,CD 3사평균 AAA,9,3.37
2024-09-02,CD 3사평균 AAA,12,3.34
2024-08-30,CD 3사평균 AAA,1,3.48
2024-08-30,CD 3사평균 AAA,3,3.52
2024-08-30,CD 3사평균 AAA,6,3.4
2024-08-30,CD 3사평균 AAA,9,3.37
2024-08-30,CD 3사평균 AAA,12,3.34
2024-08-29,CD 3사평균 AAA,1,3.48
2024-08-29,CD 3사평균 AAA,3,3.52
2024-08-29,CD 3사평균 AAA,6,3.4
2024-08-29,CD 3사평균 AAA,9,3.37
2024-08-29,CD 3사평균 AAA,12,3.33
2024-08-28,CD 3사평균 AAA,1,3.48
2024-08-28,CD 3사평균 AAA,3,3.52
2024-08-28,CD 3사평균 AAA,6,3.4
2024-08-28,CD 3사평균 AAA,9,3.37
2024-08-28,CD 3사평균 AAA,12,3.33
2024-08-27,CD 3사평균 AAA,1,3.48
2024-08-27,CD 3사평균 AAA,3,3.52
2024-08-27,CD 3사평균 AAA,6,3.4
2024-08-27,CD 3사평균 AAA,9,3.37
2024-08-27,CD 3사평균 AAA,12,3.33
2024-08-26,CD 3사평균 AAA,1,3.47
2024-08-26,CD 3사평균 AAA,3,3.51
2024-08-26,CD 3사평균 AAA,6,3.4
2024-08-26,CD 3사평균 AAA,9,3.37
2024-08-26,CD 3사평균 AAA,12,3.33
2024-08-23,CD 3사평균 AAA,1,3.47
2024-08-23,CD 3사평균 AAA,3,3.51
2024-08-23,CD 3사평균 AAA,6,3.4
2024-08-23,CD 3사평균 AAA,9,3.37
2024-08-23,CD 3사평균 AAA,12,3.33
2024-08-22,CD 3사평균 AAA,1,3.47
2024-08-22,CD 3사평균 AAA,3,3.51
2024-08-22,CD 3사평균 AAA,6,3.4
2024-08-22,CD 3사평균 AAA,9,3.37
2024-08-22,CD 3사평균 AAA,12,3.33
2024-08-21,CD 3사평균 AAA,1,3.47
2024-08-21,CD 3사평균 AAA,3,3.52
2024-08-21,CD 3사평균 AAA,6,3.4
2024-08-21,CD 3사평균 AAA,9,3.37
2024-08-21,CD 3사평균 AAA,12,3.33
2024-08-20,CD 3사평균 AAA,1,3.47
2024-08-20,CD 3사평균 AAA,3,3.51
2024-08-20,CD 3사평균 AAA,6,3.39
2024-08-20,CD 3사평균 AAA,9,3.36
2024-08-20,CD 3사평균 AAA,12,3.32
2024-08-19,CD 3사평균 AAA,1,3.47
2024-08-19,CD 3사평균 AAA,3,3.51
2024-08-19,CD 3사평균 AAA,6,3.39
2024-08-19,CD 3사평균 AAA,9,3.36
2024-08-19,CD 3사평균 AAA,12,3.3
2024-08-16,CD 3사평균 AAA,1,3.47
2024-08-16,CD 3사평균 AAA,3,3.5
2024-08-16,CD 3사평균 AAA,6,3.38
2024-08-16,CD 3사평균 AAA,9,3.35
2024-08-16,CD 3사평균 AAA,12,3.28
2024-08-14,CD 3사평균 AAA,1,3.47
2024-08-14,CD 3사평균 AAA,3,3.49
2024-08-14,CD 3사평균 AAA,6,3.38
2024-08-14,CD 3사평균 AAA,9,3.36
2024-08-14,CD 3사평균 AAA,12,3.28
2024-08-13,CD 3사평균 AAA,1,3.47
2024-08-13,CD 3사평균 AAA,3,3.49
2024-08-13,CD 3사평균 AAA,6,3.37
2024-08-13,CD 3사평균 AAA,9,3.35
2024-08-13,CD 3사평균 AAA,12,3.25
2024-08-12,CD 3사평균 AAA,1,3.46
2024-08-12,CD 3사평균 AAA,3,3.46
2024-08-12,CD 3사평균 AAA,6,3.36
2024-08-12,CD 3사평균 AAA,9,3.34
2024-08-12,CD 3사평균 AAA,12,3.24
2024-08-09,CD 3사평균 AAA,1,3.46
2024-08-09,CD 3사평균 AAA,3,3.47
2024-08-09,CD 3사평균 AAA,6,3.36
2024-08-09,CD 3사평균 AAA,9,3.34
2024-08-09,CD 3사평균 AAA,12,3.24
2024-08-08,CD 3사평균 AAA,1,3.46
2024-08-08,CD 3사평균 AAA,3,3.47
2024-08-08,CD 3사평균 AAA,6,3.36
2024-08-08,CD 3사평균 AAA,9,3.34
2024-08-08,CD 3사평균 AAA,12,3.24
2024-08-07,CD 3사평균 AAA,1,3.46
2024-08-07,CD 3사평균 AAA,3,3.48
2024-08-07,CD 3사평균 AAA,6,3.36
2024-08-07,CD 3사평균 AAA,9,3.34
2024-08-07,CD 3사평균 AAA,12,3.23
2024-08-06,CD 3사평균 AAA,1,3.46
2024-08-06,CD 3사평균 AAA,3,3.47
2024-08-06,CD 3사평균 AAA,6,3.36
2024-08-06,CD 3사평균 AAA,9,3.34
2024-08-06,CD 3사평균 AAA,12,3.23
2024-08-05,CD 3사평균 AAA,1,3.47
2024-08-05,CD 3사평균 AAA,3,3.48
2024-08-05,CD 3사평균 AAA,6,3.37
2024-08-05,CD 3사평균 AAA,9,3.34
2024-08-05,CD 3사평균 AAA,12,3.24
2024-08-02,CD 3사평균 AAA,1,3.47
2024-08-02,CD 3사평균 AAA,3,3.48
2024-08-02,CD 3사평균 AAA,6,3.38
2024-08-02,CD 3사평균 AAA,9,3.38
2024-08-02,CD 3사평균 AAA,12,3.29
2024-08-01,CD 3사평균 AAA,1,3.48
2024-08-01,CD 3사평균 AAA,3,3.49
2024-08-01,CD 3사평균 AAA,6,3.38
2024-08-01,CD 3사평균 AAA,9,3.38
2024-08-01,CD 3사평균 AAA,12,3.3
2024-07-31,CD 3사평균 AAA,1,3.48
2024-07-31,CD 3사평균 AAA,3,3.5
2024-07-31,CD 3사평균 AAA,6,3.39
2024-07-31,CD 3사평균 AAA,9,3.39
2024-07-31,CD 3사평균 AAA,12,3.31
2024-07-30,CD 3사평균 AAA,1,3.48
2024-07-30,CD 3사평균 AAA,3,3.5
2024-07-30,CD 3사평균 AAA,6,3.39
2024-07-30,CD 3사평균 AAA,9,3.39
2024-07-30,CD 3사평균 AAA,12,3.31
2024-07-29,CD 3사평균 AAA,1,3.48
2024-07-29,CD 3사평균 AAA,3,3.5
2024-07-29,CD 3사평균 AAA,6,3.4
2024-07-29,CD 3사평균 AAA,9,3.39
2024-07-29,CD 3사평균 AAA,12,3.31
2024-07-26,CD 3사평균 AAA,1,3.48
2024-07-26,CD 3사평균 AAA,3,3.5
2024-07-26,CD 3사평균 AAA,6,3.4
2024-07-26,CD 3사평균 AAA,9,3.39
2024-07-26,CD 3사평균 AAA,12,3.32
2024-07-25,CD 3사평균 AAA,1,3.49
2024-07-25,CD 3사평균 AAA,3,3.51
2024-07-25,CD 3사평균 AAA,6,3.4
2024-07-25,CD 3사평균 AAA,9,3.39
2024-07-25,CD 3사평균 AAA,12,3.32
2024-07-24,CD 3사평균 AAA,1,3.49
2024-07-24,CD 3사평균 AAA,3,3.51
2024-07-24,CD 3사평균 AAA,6,3.4
2024-07-24,CD 3사평균 AAA,9,3.39
2024-07-24,CD 3사평균 AAA,12,3.32
2024-07-23,CD 3사평균 AAA,1,3.5
2024-07-23,CD 3사평균 AAA,3,3.52
2024-07-23,CD 3사평균 AAA,6,3.4
2024-07-23,CD 3사평균 AAA,9,3.39
2024-07-23,CD 3사평균 AAA,12,3.31
2024-07-22,CD 3사평균 AAA,1,3.5
2024-07-22,CD 3사평균 AAA,3,3.52
2024-07-22,CD 3사평균 AAA,6,3.4
2024-07-22,CD 3사평균 AAA,9,3.39
2024-07-22,CD 3사평균 AAA,12,3.31
2024-07-19,CD 3사평균 AAA,1,3.5
2024-07-19,CD 3사평균 AAA,3,3.52
2024-07-19,CD 3사평균 AAA,6,3.4
2024-07-19,CD 3사평균 AAA,9,3.39
2024-07-19,CD 3사평균 AAA,12,3.31
2024-07-18,CD 3사평균 AAA,1,3.5
2024-07-18,CD 3사평균 AAA,3,3.52
2024-07-18,CD 3사평균 AAA,6,3.4
2024-07-18,CD 3사평균 AAA,9,3.39
2024-07-18,CD 3사평균 AAA,12,3.31
2024-07-17,CD 3사평균 AAA,1,3.5
2024-07-17,CD 3사평균 AAA,3,3.54
2024-07-17,CD 3사평균 AAA,6,3.41
2024-07-17,CD 3사평균 AAA,9,3.41
2024-07-17,CD 3사평균 AAA,12,3.34
2024-07-16,CD 3사평균 AAA,1,3.5
2024-07-16,CD 3사평균 AAA,3,3.55
2024-07-16,CD 3사평균 AAA,6,3.41
2024-07-16,CD 3사평균 AAA,9,3.41
2024-07-16,CD 3사평균 AAA,12,3.34
2024-07-15,CD 3사평균 AAA,1,3.5
2024-07-15,CD 3사평균 AAA,3,3.54
2024-07-15,CD 3사평균 AAA,6,3.42
2024-07-15,CD 3사평균 AAA,9,3.41
2024-07-15,CD 3사평균 AAA,12,3.35
2024-07-12,CD 3사평균 AAA,1,3.5
2024-07-12,CD 3사평균 AAA,3,3.55
2024-07-12,CD 3사평균 AAA,6,3.43
2024-07-12,CD 3사평균 AAA,9,3.43
2024-07-12,CD 3사평균 AAA,12,3.35
2024-07-11,CD 3사평균 AAA,1,3.5
2024-07-11,CD 3사평균 AAA,3,3.55
2024-07-11,CD 3사평균 AAA,6,3.43
2024-07-11,CD 3사평균 AAA,9,3.43
2024-07-11,CD 3사평균 AAA,12,3.35
2024-07-10,CD 3사평균 AAA,1,3.5
2024-07-10,CD 3사평균 AAA,3,3.55
2024-07-10,CD 3사평균 AAA,6,3.43
2024-07-10,CD 3사평균 AAA,9,3.43
2024-07-10,CD 3사평균 AAA,12,3.35
2024-07-09,CD 3사평균 AAA,1,3.5
2024-07-09,CD 3사평균 AAA,3,3.56
2024-07-09,CD 3사평균 AAA,6,3.43
2024-07-09,CD 3사평균 AAA,9,3.43
2024-07-09,CD 3사평균 AAA,12,3.35
2024-07-08,CD 3사평균 AAA,1,3.51
2024-07-08,CD 3사평균 AAA,3,3.57
2024-07-08,CD 3사평균 AAA,6,3.44
2024-07-08,CD 3사평균 AAA,9,3.43
2024-07-08,CD 3사평균 AAA,12,3.36
2024-07-05,CD 3사평균 AAA,1,3.51
2024-07-05,CD 3사평균 AAA,3,3.57
2024-07-05,CD 3사평균 AAA,6,3.46
2024-07-05,CD 3사평균 AAA,9,3.46
2024-07-05,CD 3사평균 AAA,12,3.4
2024-07-04,CD 3사평균 AAA,1,3.52
2024-07-04,CD 3사평균 AAA,3,3.58
2024-07-04,CD 3사평균 AAA,6,3.48
2024-07-04,CD 3사평균 AAA,9,3.48
2024-07-04,CD 3사평균 AAA,12,3.44
2024-07-03,CD 3사평균 AAA,1,3.53
2024-07-03,CD 3사평균 AAA,3,3.58
2024-07-03,CD 3사평균 AAA,6,3.51
2024-07-03,CD 3사평균 AAA,9,3.51
2024-07-03,CD 3사평균 AAA,12,3.46
2024-07-02,CD 3사평균 AAA,1,3.54
2024-07-02,CD 3사평균 AAA,3,3.6
2024-07-02,CD 3사평균 AAA,6,3.56
2024-07-02,CD 3사평균 AAA,9,3.56
2024-07-02,CD 3사평균 AAA,12,3.51
2024-07-01,CD 3사평균 AAA,1,3.54
2024-07-01,CD 3사평균 AAA,3,3.6
2024-07-01,CD 3사평균 AAA,6,3.56
2024-07-01,CD 3사평균 AAA,9,3.56
2024-07-01,CD 3사평균 AAA,12,3.51
2024-06-28,CD 3사평균 AAA,1,3.54
2024-06-28,CD 3사평균 AAA,3,3.6
2024-06-28,CD 3사평균 AAA,6,3.57
2024-06-28,CD 3사평균 AAA,9,3.57
2024-06-28,CD 3사평균 AAA,12,3.52
2024-06-27,CD 3사평균 AAA,1,3.54
2024-06-27,CD 3사평균 AAA,3,3.6
2024-06-27,CD 3사평균 AAA,6,3.57
2024-06-27,CD 3사평균 AAA,9,3.57
2024-06-27,CD 3사평균 AAA,12,3.54
2024-06-26,CD 3사평균 AAA,1,3.54
2024-06-26,CD 3사평균 AAA,3,3.6
2024-06-26,CD 3사평균 AAA,6,3.57
2024-06-26,CD 3사평균 AAA,9,3.57
2024-06-26,CD 3사평균 AAA,12,3.54
2024-06-25,CD 3사평균 AAA,1,3.54
2024-06-25,CD 3사평균 AAA,3,3.6
2024-06-25,CD 3사평균 AAA,6,3.57
2024-06-25,CD 3사평균 AAA,9,3.57
2024-06-25,CD 3사평균 AAA,12,3.54
2024-06-24,CD 3사평균 AAA,1,3.54
2024-06-24,CD 3사평균 AAA,3,3.6
2024-06-24,CD 3사평균 AAA,6,3.57
2024-06-24,CD 3사평균 AAA,9,3.57
2024-06-24,CD 3사평균 AAA,12,3.54
2024-06-21,CD 3사평균 AAA,1,3.54
2024-06-21,CD 3사평균 AAA,3,3.6
2024-06-21,CD 3사평균 AAA,6,3.57
2024-06-21,CD 3사평균 AAA,9,3.57
2024-06-21,CD 3사평균 AAA,12,3.54
2024-06-20,CD 3사평균 AAA,1,3.54
2024-06-20,CD 3사평균 AAA,3,3.6
2024-06-20,CD 3사평균 AAA,6,3.57
2024-06-20,CD 3사평균 AAA,9,3.57
2024-06-20,CD 3사평균 AAA,12,3.54
2024-06-19,CD 3사평균 AAA,1,3.54
2024-06-19,CD 3사평균 AAA,3,3.6
2024-06-19,CD 3사평균 AAA,6,3.57
2024-06-19,CD 3사평균 AAA,9,3.57
2024-06-19,CD 3사평균 AAA,12,3.54
2024-06-18,CD 3사평균 AAA,1,3.54
2024-06-18,CD 3사평균 AAA,3,3.6
2024-06-18,CD 3사평균 AAA,6,3.57
2024-06-18,CD 3사평균 AAA,9,3.58
2024-06-18,CD 3사평균 AAA,12,3.56
2024-06-17,CD 3사평균 AAA,1,3.54
2024-06-17,CD 3사평균 AAA,3,3.6
2024-06-17,CD 3사평균 AAA,6,3.57
2024-06-17,CD 3사평균 AAA,9,3.58
2024-06-17,CD 3사평균 AAA,12,3.56
2024-06-14,CD 3사평균 AAA,1,3.54
2024-06-14,CD 3사평균 AAA,3,3.6
2024-06-14,CD 3사평균 AAA,6,3.57
2024-06-14,CD 3사평균 AAA,9,3.58
2024-06-14,CD 3사평균 AAA,12,3.56
2024-06-13,CD 3사평균 AAA,1,3.54
2024-06-13,CD 3사평균 AAA,3,3.6
2024-06-13,CD 3사평균 AAA,6,3.57
2024-06-13,CD 3사평균 AAA,9,3.58
2024-06-13,CD 3사평균 AAA,12,3.56
2024-06-12,CD 3사평균 AAA,1,3.54
2024-06-12,CD 3사평균 AAA,3,3.6
2024-06-12,CD 3사평균 AAA,6,3.58
2024-06-12,CD 3사평균 AAA,9,3.58
2024-06-12,CD 3사평균 AAA,12,3.57
2024-06-11,CD 3사평균 AAA,1,3.54
2024-06-11,CD 3사평균 AAA,3,3.6
2024-06-11,CD 3사평균 AAA,6,3.57
2024-06-11,CD 3사평균 AAA,9,3.58
2024-06-11,CD 3사평균 AAA,12,3.57
2024-06-10,CD 3사평균 AAA,1,3.54
2024-06-10,CD 3사평균 AAA,3,3.6
2024-06-10,CD 3사평균 AAA,6,3.57
2024-06-10,CD 3사평균 AAA,9,3.57
2024-06-10,CD 3사평균 AAA,12,3.57
2024-06-07,CD 3사평균 AAA,1,3.54
2024-06-07,CD 3사평균 AAA,3,3.6
2024-06-07,CD 3사평균 AAA,6,3.57
2024-06-07,CD 3사평균 AAA,9,3.57
2024-06-07,CD 3사평균 AAA,12,3.57
2024-06-05,CD 3사평균 AAA,1,3.54
2024-06-05,CD 3사평균 AAA,3,3.6
2024-06-05,CD 3사평균 AAA,6,3.59
2024-06-05,CD 3사평균 AAA,9,3.6
2024-06-05,CD 3사평균 AAA,12,3.6
2024-06-04,CD 3사평균 AAA,1,3.54
2024-06-04,CD 3사평균 AAA,3,3.6
2024-06-04,CD 3사평균 AAA,6,3.59
2024-06-04,CD 3사평균 AAA,9,3.6
2024-06-04,CD 3사평균 AAA,12,3.6
2024-06-03,CD 3사평균 AAA,1,3.54
2024-06-03,CD 3사평균 AAA,3,3.6
2024-06-03,CD 3사평균 AAA,6,3.59
2024-06-03,CD 3사평균 AAA,9,3.6
2024-06-03,CD 3사평균 AAA,12,3.63
2024-05-31,CD 3사평균 AAA,1,3.54
2024-05-31,CD 3사평균 AAA,3,3.6
2024-05-31,CD 3사평균 AAA,6,3.59
2024-05-31,CD 3사평균 AAA,9,3.62
2024-05-31,CD 3사평균 AAA,12,3.64
2024-05-30,CD 3사평균 AAA,1,3.54
2024-05-30,CD 3사평균 AAA,3,3.6
2024-05-30,CD 3사평균 AAA,6,3.59
2024-05-30,CD 3사평균 AAA,9,3.62
2024-05-30,CD 3사평균 AAA,12,3.64
2024-05-29,CD 3사평균 AAA,1,3.54
2024-05-29,CD 3사평균 AAA,3,3.6
2024-05-29,CD 3사평균 AAA,6,3.6
2024-05-29,CD 3사평균 AAA,9,3.62
2024-05-29,CD 3사평균 AAA,12,3.64
2024-05-28,CD 3사평균 AAA,1,3.53
2024-05-28,CD 3사평균 AAA,3,3.61
2024-05-28,CD 3사평균 AAA,6,3.61
2024-05-28,CD 3사평균 AAA,9,3.62
2024-05-28,CD 3사평균 AAA,12,3.64
2024-05-27,CD 3사평균 AAA,1,3.53
2024-05-27,CD 3사평균 AAA,3,3.6
2024-05-27,CD 3사평균 AAA,6,3.6
2024-05-27,CD 3사평균 AAA,9,3.62
2024-05-27,CD 3사평균 AAA,12,3.64
2024-05-24,CD 3사평균 AAA,1,3.53
2024-05-24,CD 3사평균 AAA,3,3.6
2024-05-24,CD 3사평균 AAA,6,3.59
2024-05-24,CD 3사평균 AAA,9,3.62
2024-05-24,CD 3사평균 AAA,12,3.64
2024-05-23,CD 3사평균 AAA,1,3.52
2024-05-23,CD 3사평균 AAA,3,3.6
2024-05-23,CD 3사평균 AAA,6,3.59
2024-05-23,CD 3사평균 AAA,9,3.62
2024-05-23,CD 3사평균 AAA,12,3.64
2024-05-22,CD 3사평균 AAA,1,3.52
2024-05-22,CD 3사평균 AAA,3,3.6
2024-05-22,CD 3사평균 AAA,6,3.59
2024-05-22,CD 3사평균 AAA,9,3.62
2024-05-22,CD 3사평균 AAA,12,3.64
2024-05-21,CD 3사평균 AAA,1,3.52
2024-05-21,CD 3사평균 AAA,3,3.6
2024-05-21,CD 3사평균 AAA,6,3.59
2024-05-21,CD 3사평균 AAA,9,3.62
2024-05-21,CD 3사평균 AAA,12,3.64
2024-05-20,CD 3사평균 AAA,1,3.52
2024-05-20,CD 3사평균 AAA,3,3.6
2024-05-20,CD 3사평균 AAA,6,3.59
2024-05-20,CD 3사평균 AAA,9,3.62
2024-05-20,CD 3사평균 AAA,12,3.65
2024-05-17,CD 3사평균 AAA,1,3.52
2024-05-17,CD 3사평균 AAA,3,3.6
2024-05-17,CD 3사평균 AAA,6,3.59
2024-05-17,CD 3사평균 AAA,9,3.62
2024-05-17,CD 3사평균 AAA,12,3.65
